137	Нашира,Star.Small
138	Альгеди,Star.Normal
139	Скат,Star.Small
140	Бихам,Star.Normal
141	Анкаа,Star.Small
142	Дифда,Star.Normal
143	Мэнкент,Star.Small
144	Унугунит,Star.Normal
145	Лараваг,Star.Small
146	Алудра,Star.Normal
147	Везен,Star.Small
148	Фуруд,Star.Normal
149	Мурзим,Star.Small
150	Сегин,Star.Normal
151	Неккар,Star.Small
152	Виндемиатрикс,Star.Normal
153	Зания,Star.Small
154	Поррима,Star.Normal
155	Сирма,Star.Small
156	Зосма,Star.Normal
157	Чертан,Star.Small
158	Расэласед,Star.Normal
159	Субра,Star.Small
160	Ажа,Star.Normal
161	Акамар,Star.Small
162	Курса,Star.Normal
163	Кейд,Star.Small
164	Бейд,Star.Normal
165	Заурак,Star.Small
166	Ботейн,Star.Normal
167	Каффальджидма,Star.Small
168	Мезартим,Star.Normal
169	Шератан,Star.Small
170	Бхарани,Star.Normal
171	Теят,Star.Small
172	Махасим,Star.Normal
173	Хедус,Star.Small
174	Альмааз,Star.Normal
175	Менкалинан,Star.Small
176	Ахирд,Star.Normal
177	Каф,Star.Small
178	Рукбах,Star.Normal
179	Сегинус,Star.Small
180	Альдерамин,Star.Normal
181	Альфирк,Star.Small
182	Курхах,Star.Normal
183	Эрраи,Star.Small
184	Астерион,Star.Normal
185	Калбальрай,Star.Small
186	Факт,Star.Normal
187	Ахерон,Star.Small
188	Ностромо,Star.Normal
189	Фиорина,Star.Small
190	Ромул,Star.Normal
191	Солярис,Star.Small
192	Эндор,Star.Normal
193	Кобол,Star.Small
194	Терминус,Star.Normal
195	Татуин,Star.Small
196	Вулкан,Star.Normal
197	Кашиик,Star.Small
198	Миллер,Star.Normal
199	Гаргантюа,Star.Small
Terron	Гралгар
